#Session	animalID	day	detector
fieldTrip1	605	1	1
fieldTrip1	607	1	4
fieldTrip1	608	1	6
fieldTrip1	609	1	14
fieldTrip1	605	2	1
fieldTrip1	609	2	7
fieldTrip1	610	2	8
fieldTrip1	615	2	17
fieldTrip1	610	3	6
fieldTrip1	605	3	13
fieldTrip1	616	3	16
fieldTrip1	607	4	4
fieldTrip1	605	4	9
fieldTrip1	607	5	4
fieldTrip1	605	5	13
fieldTrip1	608	5	15
fieldTrip1	611	5	15
